0.341808
0.277260
0.246318
0.089213
0.031364
0.014037
 4
lev = 1
 1
ib = 1
  2.84023e-08   7.99453e-10   8.49224e-12   3.13827e-14  -4.28039e-17
  5.90861e-08   1.82603e-09   2.31947e-11   1.46338e-13   3.96717e-16
  2.21062e-07   6.48193e-09   7.31015e-11   3.49304e-13   3.47576e-16
  1.25714e-06   3.85698e-08   4.53388e-10   1.61836e-12  -5.69621e-15
  4.83941e-05   1.41743e-06   1.89183e-08   2.00645e-10   1.28943e-12
ib = 2
  2.95487e-08   8.14516e-10   8.09395e-12   3.23576e-14   5.55488e-17
  6.62461e-08   1.92947e-09   2.12776e-11   1.17361e-13   4.06756e-16
  2.19488e-07   6.08000e-09   5.95143e-11   3.13525e-13   1.57313e-15
  1.26861e-06   3.34974e-08   2.77661e-10   2.07920e-12   2.13847e-14
  4.92788e-05   1.46770e-06   1.94822e-08   2.77066e-10   2.29114e-12
ib = 3
  2.84828e-08   7.99552e-10   8.50136e-12   3.21006e-14  -3.33940e-17
  4.90665e-08   1.43904e-09   1.89133e-11   1.12930e-13   8.79886e-17
  1.80332e-07   5.35656e-09   6.58613e-11   3.36306e-13   4.82983e-17
  1.00725e-06   3.09816e-08   4.14495e-10   1.75970e-12  -7.49403e-15
  4.38606e-05   1.53433e-06   2.36658e-08   1.62048e-10   2.46305e-13
ib = 4
  2.78639e-08   8.00386e-10   9.07037e-12   3.56724e-14  -7.18309e-17
  5.05761e-08   1.46467e-09   1.76771e-11   1.11331e-13   3.20418e-16
  2.09526e-07   5.97583e-09   6.01845e-11   2.79757e-13   9.79993e-16
  1.11292e-06   3.33176e-08   3.80978e-10   1.68326e-12   4.62466e-16
  6.44248e-05   2.08594e-06   2.27078e-08   1.66156e-10   1.23320e-12
ib = 5
  2.85098e-08   8.14365e-10   9.18141e-12   3.69987e-14  -5.40478e-17
  6.49314e-08   1.98184e-09   2.29972e-11   1.24241e-13   3.51961e-16
  2.13765e-07   6.33199e-09   7.05337e-11   3.11283e-13   1.95659e-16
  1.11983e-06   3.38047e-08   4.14986e-10   8.30050e-13  -1.73158e-14
  4.41387e-05   2.08040e-06   4.37401e-08   2.16456e-10  -1.52609e-12
ib = 6
  3.20533e-08   9.60359e-10   1.13749e-11   1.98454e-14  -4.68003e-16
  8.82314e-08   2.32348e-09   1.96325e-11   8.77425e-14   5.99175e-16
  2.47262e-07   7.82832e-09   9.86965e-11   1.63124e-13  -4.55332e-15
  1.08682e-06   2.97653e-08   3.51298e-10   6.46211e-13  -1.65815e-14
  3.70648e-05   1.02154e-06   6.73285e-09   6.50282e-11   1.05808e-12
 2
ib = 1
  1.23820e-07   5.23209e-09   9.01503e-11   7.92827e-13   3.12433e-15
  9.21782e-07   3.39133e-08   4.63674e-10   2.90864e-12   8.29194e-15
  2.95380e-06   1.05421e-07   1.55642e-09   1.27295e-11   5.34116e-14
  1.64578e-05   6.27201e-07   1.10642e-08   1.36455e-10   8.55745e-13
  7.60689e-04   2.96571e-05   5.88332e-07   9.04887e-09   6.48379e-11
ib = 2
  1.22822e-07   4.82483e-09   7.91346e-11   6.60511e-13   2.37144e-15
  7.74202e-07   3.01955e-08   4.76940e-10   2.53832e-12  -4.25351e-15
  2.89775e-06   1.01893e-07   1.52665e-09   1.20468e-11   4.23497e-14
  1.72870e-05   6.56243e-07   1.16329e-08   1.34044e-10   7.58497e-13
  9.31708e-04   3.65567e-05   6.58802e-07   9.08608e-09   6.40510e-11
